Family,genus species
Fabaceae,Senna odorata
Fabaceae,Senna oligoclada
Fabaceae,Senna orcuttii
Fabaceae,Senna organesis
Fabaceae,Senna oxyphylla
Fabaceae,Senna pallida
Fabaceae,Senna papillosa
Fabaceae,Senna paraensis
Fabaceae,Senna pendula
Fabaceae,Senna pentagonia
Fabaceae,Senna phlebadenia
Fabaceae,Senna pilifera
Fabaceae,Senna pilosior
Fabaceae,Senna pinheiroi
Fabaceae,Senna pneumatica
Fabaceae,Senna polyphylla
Fabaceae,Senna praeterita
Fabaceae,Senna pumilio
Fabaceae,Senna punoensis
Fabaceae,Senna purpusii
Fabaceae,Senna quinquangulata
Fabaceae,Senna reniformis
Fabaceae,Senna rigida
Fabaceae,Senna ripleyana
Fabaceae,Senna rizzinii
Fabaceae,Senna robiniifolia
Fabaceae,Senna roemeriana
Fabaceae,Senna rostrata
Fabaceae,Senna rugosa
Fabaceae,Senna ruiziana
Fabaceae,Senna rupununientsis
Fabaceae,Senna santenderensis
Fabaceae,Senna scabriuscula
Fabaceae,Senna scandens
Fabaceae,Senna septemtrionalis
Fabaceae,Senna skinneri
Fabaceae,Senna smithiana
Fabaceae,Senna sophora
Fabaceae,Senna spinescens
Fabaceae,Senna splendida
Fabaceae,Senna stenocarpoides
Fabaceae,Senna stenophylla
Fabaceae,Senna stipulaceae
Fabaceae,Senna subtrijuga
Fabaceae,Senna subulata
Fabaceae,Senna sulfurae
Fabaceae,Senna surattensis
Fabaceae,Senna talpana
Fabaceae,Senna tapajozensis
Fabaceae,Senna tenufolia
Fabaceae,Senna tonduzii
Fabaceae,Senna trachypus
Fabaceae,Senna tranae
Fabaceae,Senna trolliiflora
Fabaceae,Senna tropica
Fabaceae,Senna uncata
Fabaceae,Senna undulata
Fabaceae,Senna uniflora
Fabaceae,Senna urmenetae
Fabaceae,Senna vargasii
Fabaceae,Senna velutina
Fabaceae,Senna versicolor
Fabaceae,Senna viciifolia
Fabaceae,Senna villosa
Fabaceae,Senna viminea
Fabaceae,Senna weddelliana
Fabaceae,Senna williamsii
Fabaceae,Senna pallida
Fabaceae,Serianthes sachetae
Fabaceae,Serianthes sp.
Fabaceae,Sesbania sp.
Fabaceae,Stachyothyrsus stapfiana
Fabaceae,Stryphnodendron adstringens
Fabaceae,Stryphnodendron microstachyum
Fabaceae,Stryphnodendron moricolor
Fabaceae,Stryphnodendron obovatum
Fabaceae,Stryphnodendron occhionianum
Fabaceae,Stryphnodendron paniculatum
Fabaceae,Stryphnodendron polyphyllum
Fabaceae,Stryphnodendron sp.
Fabaceae,Tachigalia sp.
Fabaceae,Vachellia albicorticata
Fabaceae,Vachellia aroma
Fabaceae,Vachellia astringens
Fabaceae,Vachellia baessleria
Fabaceae,Vachellia bravoensis
Fabaceae,Vachellia californica
Fabaceae,Vachellia campechiana
Fabaceae,Vachellia caven
Fabaceae,Vachellia daemon
Fabaceae,Vachellia drepanolobium
Fabaceae,Vachellia eburnea
Fabaceae,Vachellia macracantha
Fabaceae,Vachellia nilotica
Fabaceae,Vachellia tortuosa
Fabaceae,Vachellia villaregalis
Fabaceae,Vicia 27 spp.
Fabaceae,Vicia angustifolia
Fabaceae,Vicia cracca
Fabaceae,Vicia faba
Fabaceae,Vicia glauca
Fabaceae,Vicia hirsuta
Fabaceae,Vicia narbonensis
Fabaceae,Vicia sativa
Fabaceae,Vicia sepium
Fabaceae,Vicia villosa
Fabaceae,Vicia sativa
Fabaceae,Vigna luteola
Fabaceae,Vigna sesquipedalis
Fabaceae,Vigna sinensis
Fabaceae,Vigna unguiculata
Fabaceae,Wallaceodendron celebicum
Fabaceae,Weberbauerella celebicum
Fabaceae,Xerocladia sp.
Fabaceae,Xylia sp.
Fabaceae, 
Fagaceae,Quercus alba
Fagaceae,Quercus mongolica
Flagellariaceae,Flagellaria indica
Flagellariaceae,Flagellaria sp.
Fouquieraceae,Fouquieria splendens
Gentianaceae,Anthocleista nobilis
Gentianaceae,Calolisianthus amplissimus
Gentianaceae,Calolisianthus pedunculatus
Gentianaceae,Calolisianthus pendulus
Gentianaceae,Calolisianthus speciosus
Gentianaceae,Chelonanthus acutangulus
Gentianaceae,Chelonanthus alata
Gentianaceae,Chelonanthus alatus
Gentianaceae,Chelonanthus angustifolius
Gentianaceae,Chelonanthus grandiflorus
Gentianaceae,Chelonanthus purpurascens
Gentianaceae,Chelonanthus viridiflorus
Gentianaceae,Coutoubea ramosa
Gentianaceae,Coutoubea spicata
Gentianaceae,Curtia conferta
Gentianaceae,Curtia diffusa
Gentianaceae,Curtia tenella
Gentianaceae,Curtia verticillaris
Gentianaceae,Deinanira damazioi
Gentianaceae,Helia oblongifolia
Gentianaceae,Helia  brevifolia
Gentianaceae,Hockinia montana
Gentianaceae,Irlbachia pendunculata
Gentianaceae,Macrocarpaea Caerulescens
Gentianaceae,Macrocarpaea glaziovii
Gentianaceae,Macrocarpaea obtusifolia
Gentianaceae,Macrocarpaea rubia
Gentianaceae,Rogersonanthus quelchii
Gentianaceae,Schultesia australis
Gentianaceae,Schultesia brachyptera
Gentianaceae,Symphyllophyton caprifolioides
Gentianaceae,Tapeinostemon longiflorum var. longiflorum
Gentianaceae,Tapeinostemon spenneroides
Gentianaceae,Voyriella parviflora
Gesneriaceae,Codonanthe crassifolia
Goodeniaceae,Scaevola sp.
Humiriaceae,Sacoglottis gabonensis
Humiriaceae,Vantanea oblongifolia
Humiriaceae,Vantanea obovata
Hydrangeaceae,Hydrangea sp.
Icacinaceae,Emmotum sp.
Iridaceae,Iris graminea
Iridaceae,Iris haplophila
Iridaceae,Iris xyphium
Ixonanthaceae,Ixonanthes icosandra
, 
Labiatae,Hyptidendron canum
Lamiaceae,Aegiphila cephalophora
Lamiaceae,Aegiphila fendleri
Lamiaceae,Aegiphila lhotzkiana
Lamiaceae,Aegiphila panamensis
Lamiaceae,Aegiphila sellowiana
Lamiaceae,Amasonia spp.
Lamiaceae,Callicarpa acuminata
Lamiaceae,Callicarpa dichotoma
Lamiaceae,Callicarpa glabra
Lamiaceae,Callicarpa japonica
Lamiaceae,Callicarpa longifolia
Lamiaceae,Callicarpa mollis
Lamiaceae,Callicarpa nishimurae
Lamiaceae,Callicarpa reevesii
Lamiaceae,Callicarpa sp.
Lamiaceae,Callicarpa subpubescens
Lamiaceae,Clerodendrum aculeatum
Lamiaceae,Clerodendrum blumeanum
Lamiaceae,Clerodendrum bungei
Lamiaceae,Clerodendrum fallax
Lamiaceae,Clerodendrum fistuolosum
Lamiaceae,Clerodendrum fragrans
Lamiaceae,Clerodendrum inerme
Lamiaceae,Clerodendrum infortunatum
Lamiaceae,Clerodendrum phyllomega
Lamiaceae,Clerodendrum simplex
Lamiaceae,Clerodendrum siphonathus
Lamiaceae,Clerodendrum sp.
Lamiaceae,Clerodendrum sp.
Lamiaceae,Clerodendrum squamatum
Lamiaceae,Clerodendrum tracyanum
Lamiaceae,Clerodendrum trichotomum
Lamiaceae,Cornutia grandiflora
Lamiaceae,Faradaya papuana
Lamiaceae,Faradaya splendida
Lamiaceae,Gmelina arborea
Lamiaceae,Gmelina asiatica
Lamiaceae,Gmelina chinensis
Lamiaceae,Gmelina histrix
Lamiaceae,"Gmelina philippinensis
"
Lamiaceae,Gmelina asiatica
Lamiaceae,Gmelina arborea
Lamiaceae,"Gmelina philippinensis
"
, 
Lamiaceae,Holmskioldia sanguinea
Lamiaceae,Holmskioldia sp.
Lamiaceae,Hyptis capitata
Lamiaceae,Monochilus spp.
Lecythidaceae,Gustavia superba
Lecythidaceae,no genus given no species given
Liliaceae,Fritillaria sp.
Liliaceae,Lilium croceum
Liliaceae,Lilium tigridum
Liliaceae,Wachendorfia thyrsiflora
Linaceae,Linum campanulatum
Linaceae,Linum macrai
Linaceae,Linum oligophyllum
Linaceae,Linum rigidum
Linaceae,Linum sulcatum
Loasaceae,Mentzelia nuda
Loasaceae,Mentzelia sp.
Loasaceae,Mentzelia speciosa
Loganiaceae,Fagraea cranifolia
Loganiaceae,Fagraea crassifolia
Loganiaceae,Fagraea elliptica
Loganiaceae,Fagraea imperialis
Loganiaceae,Fagraea lanceolata
Loganiaceae,Fagraea litoralis
Loganiaceae,Fagraea monantha
Loganiaceae,Fagraea obovata
Loganiaceae,Fagraea peregrina
Loganiaceae,Strychnos sp.
Lythraceae,Lafoensia pacari
Lythraceae,Punica granatum
Malpighiaceae,Acridocarpus adenopharus
Malpighiaceae,Acridocarpus longifolius
Malpighiaceae,Aspicarpa sp.
Malpighiaceae,Banisteriopsis 89 spp.
Malpighiaceae,Banisteriopsis argentea
Malpighiaceae,Banisteriopsis campestris
Malpighiaceae,Banisteriopsis carolina
Malpighiaceae,Banisteriopsis cornifolia
Malpighiaceae,Banisteriopsis laevifolia
Malpighiaceae,Banisteriopsis mariae
Malpighiaceae,Banisteriopsis stellaris
Malpighiaceae,Bunchosia 8 spp. beyond those listed
Malpighiaceae,Bunchosia biocellata
Malpighiaceae,Bunchosia glandulifera
Malpighiaceae,Bunchosia gracilis
Malpighiaceae,Bunchosia lindeniana
Malpighiaceae,Bunchosia nitida
Malpighiaceae,Burdachia 2 spp.
Malpighiaceae,Byrsonima cordifolia
Malpighiaceae,Byrsonima riparia
Malpighiaceae,Carolus anderssonii
Malpighiaceae,Clonodia sp.
Malpighiaceae,Diplopterys caberana
Malpighiaceae,Diplopterys cururuensis
Malpighiaceae,Diplopterys mexicana
Malpighiaceae,Diplopterys pauciflora
Malpighiaceae,Diplopterys pubipetala
Malpighiaceae,Galphimia brasiliensis
Malpighiaceae,Galphimia gracilis
Malpighiaceae,Gaudichaudia sp.
Malpighiaceae,Hemsleyna sp.
Malpighiaceae,Heteroptys acutifolia
Malpighiaceae,Heteroptys byrsonimifolia
Malpighiaceae,Heteroptys chrysophylla
Malpighiaceae,Heteroptys dichromocalycis
Malpighiaceae,Heteroptys laurifolia
Malpighiaceae,Heteroptys marginata
Malpighiaceae,Heteroptys nitida
Malpighiaceae,Hiptage burkilliana
Malpighiaceae,Hiptage luzonica
Malpighiaceae,Hiptage madablota
Malpighiaceae,Hiptage pubescens
Malpighiaceae,Hiptage sericea
Malpighiaceae,Hiraea grandifolia
Malpighiaceae,Hiraea reclinata
Malpighiaceae,Jubelina sp.
Malpighiaceae,Lophanthera kunthiana
Malpighiaceae,Lophanthera splendens
Malpighiaceae,Malpighia coccigera
Malpighiaceae,Malpighia elliptica
Malpighiaceae,Malpighia furcata
Malpighiaceae,Malpighia glabra
Malpighiaceae,Malpighia romeroana
Malpighiaceae,Malpighia urens
Malpighiaceae,Mascagnia hippocretoides
Malpighiaceae,Mascagnia nervosa
Malpighiaceae,Mezia beckii
Malpighiaceae,Peixotoa reticulata
Malpighiaceae,Peixotoa tomentosa
Malpighiaceae,Ryssopterys albida
Malpighiaceae,Ryssopterys tiliaefolia
Malpighiaceae,Ryssopterys timorensis
Malpighiaceae,Spachea 5 spp.
Malpighiaceae,Spachea membranacea
Malpighiaceae,Sphedamnocarpus pulcherrimus
Malpighiaceae,Stigmaphyllon auriculatum
Malpighiaceae,Stigmaphyllon brachiatum
Malpighiaceae,Stigmaphyllon convolvulifolium
Malpighiaceae,Stigmaphyllon ellipticum
Malpighiaceae,Stigmaphyllon hypargyreum
Malpighiaceae,Stigmaphyllon hypoleucum
Malpighiaceae,Stigmaphyllon lalandianum
Malpighiaceae,Stigmaphyllon lindenianum
Malpighiaceae,Stigmaphyllon periplocaefolium
Malpighiaceae,Stigmaphyllon sagittatum
Malpighiaceae,Stigmaphyllon sagraeanum
Malpighiaceae,Thryallis sp.
Malpighiaceae,Trislettateria all species
Malpighiaceae,Trislettateria australasiae
Malvaceae,Abutilon sp.
Malvaceae,Adansonia sp.
Malvaceae,Alyogyne hakeifolia
Malvaceae,Ayenia klugii
Malvaceae,Ayenia mastatalensis
Malvaceae,Ayenia praelara
Malvaceae,Ayenia sp.
Malvaceae,Azanza garckiana
Malvaceae,Bombacopsis glabra
Malvaceae,Bombacopsis quinata
Malvaceae,Bombax ellipticum
Malvaceae,Bombax longifolia
Malvaceae,Bombax marginatum
Malvaceae,Bombax martianum
Malvaceae,Byttneria abutiloides
Malvaceae,Byttneria aculeata
Malvaceae,Byttneria ancistrodonta
Malvaceae,Byttneria andamanensis
Malvaceae,Byttneria aspera
Malvaceae,Byttneria asterotricha
Malvaceae,Byttneria atrata
Malvaceae,Byttneria aurantiaca
Malvaceae,Byttneria australis
Malvaceae,Byttneria baronii
Malvaceae,Byttneria benensis
Malvaceae,Byttneria bernieri
Malvaceae,Byttneria boliviana
Malvaceae,Byttneria catalpaefolia
Malvaceae,Byttneria catalpaefolia ssp. africana
Malvaceae,Byttneria catalpaefolia ssp. sidaefolia
Malvaceae,Byttneria cordata
Malvaceae,Byttneria cordifolia
Malvaceae,Byttneria coriacea
Malvaceae,Byttneria crenulata
Malvaceae,Byttneria curtisii
Malvaceae,Byttneria dahomensis
Malvaceae,Byttneria dentata
Malvaceae,Byttneria divaricata 
Malvaceae,Byttneria divaricata var. guaranitica
Malvaceae,Byttneria echinata
Malvaceae,Byttneria ekmannii
Malvaceae,Byttneria filipes
Malvaceae,Byttneria flexuosa
Malvaceae,Byttneria fruiticosa
Malvaceae,Byttneria fulva
Malvaceae,Byttneria gayana
Malvaceae,Byttneria genistela
Malvaceae,Byttneria glazioui
Malvaceae,Byttneria guineensis
Malvaceae,Byttneria herbacea
Malvaceae,Byttneria heteromorpha
Malvaceae,Byttneria hirsuta
Malvaceae,Byttneria integrifolia
Malvaceae,Byttneria ivorensis
Malvaceae,Byttneria jackiana
Malvaceae,Byttneria jaculifolia
Malvaceae,Byttneria loxensis
Malvaceae,Byttneria macrantha
Malvaceae,Byttneria melantha
Malvaceae,Byttneria melastomaefolia
Malvaceae,Byttneria microphylla
Malvaceae,Byttneria mollis
Malvaceae,Byttneria obliqua
Malvaceae,Byttneria oblongata
Malvaceae,Byttneria oranensis
Malvaceae,Byttneria orinocensis
Malvaceae,Byttneria ovata
Malvaceae,Byttneria pedersenii
Malvaceae,Byttneria pescapraefolia
Malvaceae,Byttneria pilosa
Malvaceae,Byttneria ramosissima
Malvaceae,Byttneria reinwaldtii
Malvaceae,Byttneria rhamifolia
Malvaceae,Byttneria sagitifolia
Malvaceae,Byttneria scabra
Malvaceae,Byttneria scapellata
Malvaceae,Byttneria uaupensis
Malvaceae,Byttneria urticifolia
Malvaceae,Byttneria vallensis
Malvaceae,Byttneria voulilyi
Malvaceae,Byttneria weberbaueri
Malvaceae,Ceiba pentandra
Malvaceae,Cephalohibiscus peekelii
Malvaceae,Chorisia sp.
Malvaceae,Cienfuegosia affinis
Malvaceae,Cienfuegosia chiaragii
Malvaceae,Cienfuegosia digitata
Malvaceae,Cienfuegosia drumondii
Malvaceae,Cienfuegosia gerrardii
Malvaceae,Cienfuegosia hearnii
Malvaceae,Cienfuegosia heteroclada
Malvaceae,Cienfuegosia hetorophylla
Malvaceae,Cienfuegosia hildebrandtii
Malvaceae,Cienfuegosia humbertiana
Malvaceae,Cienfuegosia rosei
Malvaceae,Cienfuegosia somaliana
Malvaceae,Cienfuegosia sp.
Malvaceae,Cienfuegosia subterna
Malvaceae,Cienfuegosia tripartita
Malvaceae,Cienfuegosia welshii
Malvaceae,Clappertonia ficifolia
Malvaceae,Decaschistia byrnesii
Malvaceae,Decaschistia sp.
Malvaceae,Dicellostyles axiallaris
Malvaceae,Dicellostyles jujubifolia
Malvaceae,Eremalche rotundifolia
Malvaceae,Eriotheca gracilipes
Malvaceae,Gaya aurea
Malvaceae,Gossypioides brevilatum
Malvaceae,Gossypioides kirkii
Malvaceae,Gossypium anamalum
Malvaceae,Gossypium arboretum
Malvaceae,Gossypium areysianum
Malvaceae,Gossypium aridum
Malvaceae,Gossypium armourianum
Malvaceae,Gossypium australe
Malvaceae,Gossypium barbadense
Malvaceae,Gossypium bickii
Malvaceae,Gossypium bombax
Malvaceae,Gossypium brasiliense
Malvaceae,Gossypium capitatis-viridis
Malvaceae,Gossypium costulatum
Malvaceae,Gossypium darwinii
Malvaceae,Gossypium davidsonii
Malvaceae,Gossypium exiguum
Malvaceae,Gossypium harknessii
Malvaceae,Gossypium herbaceum
Malvaceae,Gossypium hirsutum
Malvaceae,Gossypium incanum
Malvaceae,Gossypium indicum
Malvaceae,Gossypium klotzschianum
Malvaceae,Gossypium lanceolatum
Malvaceae,Gossypium latifolium
Malvaceae,Gossypium laxum
Malvaceae,Gossypium lobatum
Malvaceae,Gossypium longicalyx
Malvaceae,Gossypium marchantii
Malvaceae,Gossypium mexicanum
Malvaceae,Gossypium microcarpus
Malvaceae,Gossypium mustelinum
Malvaceae,Gossypium nanking
Malvaceae,Gossypium nelsonii
Malvaceae,Gossypium nobile
Malvaceae,Gossypium obtusifolium
Malvaceae,Gossypium palmerii
Malvaceae,Gossypium peruvianum
Malvaceae,Gossypium pilosum
Malvaceae,Gossypium populifolium
Malvaceae,Gossypium pulchellum
Malvaceae,Gossypium purpurascens
Malvaceae,Gossypium raimondii
Malvaceae,Gossypium religiosum
Malvaceae,Gossypium robinsonii
Malvaceae,Gossypium rotundifolium
Malvaceae,Gossypium schizoliense
Malvaceae,Gossypium schwendimanii
Malvaceae,Gossypium somaliense
Malvaceae,Gossypium stocksii
Malvaceae,Gossypium sturtianum
Malvaceae,Gossypium thurberi
Malvaceae,Gossypium trilobum
Malvaceae,Gossypium triphyllum
Malvaceae,Gossypium turneri
Malvaceae,Gossypium vitifolium
Malvaceae,Gossypium vulpinus
Malvaceae,Gossypium 
Malvaceae,Gossypium vitifolium
Malvaceae,Gossypium hirsutum
Malvaceae,Gossypium mustelinum
Malvaceae,Gossypium caicoense
Malvaceae,Grewia biloba
Malvaceae,Grewia flava
Malvaceae,Grewia glandulosa
Malvaceae,Grewia hirsuta
Malvaceae,Grewia mallococca
Malvaceae,Grewia occidentalis
Malvaceae,Grewia serrulata
Malvaceae,Hampea albipetala
Malvaceae,Hampea appendiculata
Malvaceae,Hampea bracteolata
Malvaceae,Hampea breedlovei
Malvaceae,Hampea integerrima
Malvaceae,Hampea latifolia
Malvaceae,Hampea longipes
Malvaceae,Hampea mexicana
Malvaceae,Hampea micrantha
Malvaceae,Hampea montebellensis
Malvaceae,Hampea nutricia
Malvaceae,Hampea ovatifolia
Malvaceae,Hampea plantanifolia
Malvaceae,Hampea puntulata
Malvaceae,Hampea rovirosae
Malvaceae,Hampea sphaerocarpa
Malvaceae,Hampea stipitata
Malvaceae,Hampea thespesioides
Malvaceae,Hampea tomentosa
Malvaceae,Hampea trilobata
Malvaceae,Helicteres baruensis
Malvaceae,Helicteres brevispira
Malvaceae,Helicteres carthagenensis
Malvaceae,Helicteres hirsuta
Malvaceae,Helicteres isora
Malvaceae,Helicteres spicata
Malvaceae,Helicteres spp.
Malvaceae,Helicteres verbascifolia
Malvaceae,Hibiscus 14 or 22 spp
Malvaceae,Hibiscus acetogella
Malvaceae,Hibiscus acicularis
Malvaceae,Hibiscus aculeatus
Malvaceae,Hibiscus archeri
Malvaceae,Hibiscus arnottianus
Malvaceae,Hibiscus asper
Malvaceae,Hibiscus bifurcatus
Malvaceae,Hibiscus biseptus
Malvaceae,Hibiscus brachenridgei
Malvaceae,Hibiscus brasiliensis
Malvaceae,Hibiscus calyphyllus
Malvaceae,Hibiscus cannabinus
Malvaceae,Hibiscus cardiophyllus
Malvaceae,Hibiscus cerradoensis
Malvaceae,Hibiscus cisplanatus
Malvaceae,Hibiscus cooperi
Malvaceae,Hibiscus costatus
Malvaceae,Hibiscus coulteri
Malvaceae,Hibiscus cucurbitaceus
Malvaceae,Hibiscus diversifolius
Malvaceae,Hibiscus eetveldeanus
Malvaceae,Hibiscus elatus
Malvaceae,Hibiscus elegans
Malvaceae,Hibiscus esculentus
Malvaceae,Hibiscus farragei
Malvaceae,Hibiscus flagelliformis
Malvaceae,Hibiscus furcatus
Malvaceae,Hibiscus furcellatus
Malvaceae,Hibiscus geroldianus
Malvaceae,Hibiscus glaber
Malvaceae,Hibiscus hasslerianus
Malvaceae,Hibiscus henningsianus
Malvaceae,Hibiscus immaculatus
Malvaceae,Hibiscus kitaibelifolius
Malvaceae,Hibiscus lavateroides
Malvaceae,Hibiscus laxiflorus
Malvaceae,Hibiscus macrophyllus
Malvaceae,Hibiscus maculatus
Malvaceae,Hibiscus peralbus
Malvaceae,Hibiscus pernambucensis
Malvaceae,Hibiscus peruvianus
Malvaceae,Hibiscus phoeniceus
Malvaceae,Hibiscus poeppigii
Malvaceae,Hibiscus ribifolius
Malvaceae,Hibiscus rockii
Malvaceae,Hibiscus rosa-sinensis
Malvaceae,Hibiscus sabdariffa
Malvaceae,Hibiscus schizopetalus
Malvaceae,Hibiscus scotellii
Malvaceae,Hibiscus similis
Malvaceae,Hibiscus spiralis
Malvaceae,Hibiscus syriacus
Malvaceae,Hibiscus tiliaceus
Malvaceae,Hibiscus uncinelllus
Malvaceae,Hibiscus urens
Malvaceae,Hibiscus urticaefolius
Malvaceae,Hibiscus vulpinus
Malvaceae,Hibiscus waimeae
Malvaceae,Hibiscus wilsonii
Malvaceae,Hibiscus youngianus
Malvaceae,Horsfordia alata
Malvaceae,Ingenhousia harknessii
Malvaceae,Ingenhousia triloba
Malvaceae,Julostylis ampumalensis
Malvaceae,Julostylis polyandra
Malvaceae,Julostylis sp.
Malvaceae,Kokia dryarioides
Malvaceae,Kydia calycina
Malvaceae,Kydia glabrescens
Malvaceae,Lebronnecia kokioides
Malvaceae,Maga cubensis
Malvaceae,Malachra fasciata
Malvaceae,Malachra radiata
Malvaceae,Malachra urens
Malvaceae,Malvacea 
Malvaceae,Malvaviscus sp.
Malvaceae,Megatritheca sp.
Malvaceae,Ochroma pyramidale
Malvaceae,Pachira aquatica
Malvaceae,Pseudobombax septenatum
Malvaceae,Radyera farragei
Malvaceae,Radyera urens
Malvaceae,Sida acuta
Malvaceae,Sterculia acerifolia orramifolia
Malvaceae,Sterculia spp.
Malvaceae,Thespesia acutiloba
Malvaceae,Thespesia beatensis
Malvaceae,Thespesia cubensis
Malvaceae,Thespesia danis
Malvaceae,Thespesia fissicalyx
Malvaceae,Thespesia garkeana
Malvaceae,Thespesia grandiflora
Malvaceae,Thespesia gummiflua
Malvaceae,Thespesia lampas
Malvaceae,Thespesia macrophylla
Malvaceae,Thespesia mossambicensis
Malvaceae,Thespesia multibracteata
Malvaceae,Thespesia patellifera
Malvaceae,Thespesia populnea
Malvaceae,Thespesia populneoides
Malvaceae,Thespesia robusta
Malvaceae,Thespesia thespesioides
Malvaceae,Thespesia trilobata
Malvaceae,Tilia platyphyllos
Malvaceae,Trichospermum mexicanum
Malvaceae,Triumfetta grandiflora
Malvaceae,Triumfetta lappula
Malvaceae,Triumfetta rhombiflora
Malvaceae,Triumfetta semitriloba
Malvaceae,Triumfetta velutina
Malvaceae,Urena lobata
Malvaceae,Urena rigida
Malvaceae,Urena sinuata
Marantaceae,Calathea bantae
Marantaceae,Calathea guzmanioides
Marantaceae,Calathea majestica
Marantaceae,Calathea ovandensis
Marantaceae,Calathea portobelensis
Marantaceae,Calathea robin-fosteri
Marantaceae,Calathea spp.
Marantaceae,Ctenanthe aff. dasycarpa
Marantaceae,Ctenanthe amabilis
Marantaceae,Ctenanthe compressa
Marantaceae,Ctenanthe glabra
Marantaceae,Ctenanthe lubbersii
Marantaceae,Ctenanthe pilosa
Marantaceae,Ctenanthe setosa
Marantaceae,Ctenanthe sp.
Marantaceae,Donax canniformis
Marantaceae,Donax grandis
Marantaceae,Donax parviflorum
Marantaceae,Donax sp.
Marantaceae,Ischnosiphon sp.
Marantaceae,Megaphrynium macrostachyum
Marantaceae,Schumannianthus dichotomous
Marantaceae,Stromanthe cf. confusa
Marantaceae,Stromanthe hjalmarssonii
Marantaceae,Stromanthe jacquinii
Marantaceae,Stromanthe macrochlamys
Marantaceae,Thaumatococcos danielli
Marantaceae,Thaumatococcos sp.
Marcgraviaceae,Marcgravia caudata
Marcgraviaceae,Marcgravia cuspidata
Marcgraviaceae,Marcgravia myriostigma
Marcgraviaceae,Marcgravia nervosa
Marcgraviaceae,Marcgravia pedunculosa
Marcgraviaceae,Marcgravia rectiflora var. bracteolaris
Marcgraviaceae,Marcgravia umbellata
Marcgraviaceae,Monsera dubia
Marcgraviaceae,Norantea guianensis
Marcgraviaceae,Norantea peduncularis
Marcgraviaceae,Ruyschia crassipes
Marcgraviaceae,Ruyschia pilophora
Marcgraviaceae,Souroubea sp.
Meliaceae,Carapa guianensis
Meliaceae,Carapa moluccensis
Meliaceae,Cedrela fissilis
Meliaceae,Cedrela odorata
Meliaceae,Cipadessa baccifera
Meliaceae,Dysoxylum pettigrewianum
Meliaceae,Guarea glabra
Meliaceae,"Guarea sp. ""hairy"""
Meliaceae,Khaya senegalensis
Meliaceae,Pseudocedrela kotschyi
Meliaceae,Swietenia humilis
Meliaceae,Swietenia macrophylla
Meliaceae,Swietenia mahogoni
Meliaceae,Trichilia cipo
Meliaceae,Trichilia connaroides
Meliaceae,Trichilia havanensis
Meliaceae,Trichilia montana
Meliaceae,Trichilia propingua
Meliaceae, 
Melostomaceae,Heterocentron subtriplinervium
Melostomaceae,No genus given no species given
Menispermaceae,Parabaena sagittata
Menispermaceae,Tinospora cordifolia
Menispermaceae,Tinospora reticulata
Moraceae,Ficus asperior
Moraceae,Ficus aurantiaca
Moraceae,Ficus begoniafolia
Moraceae,Ficus benghalensis
Moraceae,Ficus boninsimae
Moraceae,Ficus celebica
Moraceae,Ficus daemon
Moraceae,Ficus gibbosa
Moraceae,Ficus leucanthatoma
Moraceae,Ficus neumannii
Moraceae,Ficus obscura
Moraceae,Ficus obtusifolia
Moraceae,Ficus obtusifolius
Moraceae,Ficus populifolia
Moraceae,Ficus rostrata
Moraceae,Ficus semicordata
Moraceae,Ficus septica
Moraceae,Ficus tinctoria
Moraceae,Ficus uniglandulosa
Moraceae,Ficus vasta
Morningaceae,Moringa oleifera
Morningaceae,no genus given no species given
Musaceae,no genus given no species given
Myrtaceae,Chamelaucium axillare
Myrtaceae,Chamelaucium hallii
Myrtaceae,Chamelaucium uncinatum
Myrtaceae,Syzygium erythrocalyx
Nepenthaceae,Nepenthes spp.
Nepenthaceae,Nepenthes albomarginata
Nepenthaceae,Nepenthes ampullaria
Nepenthaceae,Nepenthes aristolochioides
Nepenthaceae,Nepenthes bicalcarata
Nepenthaceae,Nepenthes gracilis
Nepenthaceae,Nepenthes khasiana
Nepenthaceae,Nepenthes maxima
Nepenthaceae,Nepenthes mirabilis var.echinosomma
Nepenthaceae,Nepenthes northiana
Nepenthaceae,Nepenthes raffesiana
Nepenthaceae,Nepenthes sanguinea
Nepenthaceae,Nepenthes veitchii
Nepenthaceae,Nepenthes gracilis
Ochnaceae,Ouratea castanaefolia
Ochnaceae,Ouratea coccinea
Ochnaceae,Ouratea discophora
Ochnaceae,Ouratea hexasperma
Ochnaceae,Ouratea leprieuri
Ochnaceae,Ouratea lucens
Ochnaceae,Ouratea odora
Ochnaceae,Ouratea spectabilis
Olacaceae,no genus given no species given
Oleaceae,Foriesteria lingustrina
Oleaceae,Fraxinus spp.
Oleaceae,Lingustrum acutissimum
Oleaceae,Lingustrum cultivans
Oleaceae,Lingustrum foliosum
Oleaceae,Lingustrum ibota
Oleaceae,Lingustrum japonicum
Oleaceae,Lingustrum lucidum
Oleaceae,Lingustrum micranthum
Oleaceae,Lingustrum obtusifolium
Oleaceae,Lingustrum ovalifolium
Oleaceae,Lingustrum quihoui
Oleaceae,Lingustrum regelianum
Oleaceae,Lingustrum vulgare
Oleaceae,Olea excelsa
Oleaceae,Osmanthus fragrans
Oleaceae,Osmanthus heterophylla
Oleaceae,Osmanthus ilicifolium
Oleaceae,Osmanthus insularis
Oleaceae,Osmanthus sp.
